ActualLandingTime,Airline,AircraftType,RunwayNumber,StandNumber,Date,AWNDmean,PRCPmean,TAVGmean,WDF5mean,WSF2max,WSF5max,WT01max,WT02max,WT03max,WT08max,IceRoad,WetDay,ShipmentWeightCat,NbPlanesLast10Mn,Hour,WeekDay,ParkingArea,StandRank,TaxiTime,LogTaxiTime
2019-01-21 19:05:00,CAR4,CRJ/9,8.0,112,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,M,12.0,19,0,9688.3,2,8.000000000000002,2.1972245773362196
2019-01-21 19:07:00,CAR1,MD88,8.0,98,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,S,11.0,19,0,15739.7,0,11.0,2.4849066497880004
2019-01-21 19:07:00,CAR1,CS100,9.0,60,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,L,12.0,19,0,13110.0,0,6.0,1.9459101490553132
2019-01-21 19:07:00,CAR1,MD88,0.0,87,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,L,13.0,19,0,15739.7,1,9.0,2.302585092994046
2019-01-21 19:08:00,CAR3,CRJ/2,8.0,72,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,S,12.0,19,0,6031.2,2,10.0,2.3978952727983707
2019-01-21 19:09:00,CAR1,MD88,0.0,142,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,L,13.0,19,0,15739.7,0,5.0,1.791759469228055
2019-01-21 19:09:00,CAR4,CRJ/9,9.0,121,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,L,14.0,19,0,9688.3,2,6.0,1.9459101490553132
2019-01-21 19:10:00,CAR1,A320/2,8.0,15,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,M,14.0,19,0,13791.4,1,13.0,2.6390573296152584
2019-01-21 19:12:00,CAR1,MD88,9.0,13,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,S,11.0,19,0,15739.7,0,5.0,1.791759469228055
2019-01-21 19:13:00,CAR1,B737/9-WL,8.0,70,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,M,12.0,19,0,16223.1,0,12.0,2.5649493574615367
2019-01-21 19:14:00,CAR1,B737/9-WL,9.0,93,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,M,10.0,19,0,16223.1,0,3.0,1.3862943611198906
2019-01-21 19:15:00,CAR1,MD88,9.0,12,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,S,10.0,19,0,15739.7,1,4.000000000000001,1.6094379124341005
2019-01-21 19:15:00,CAR1,B737/9-WL,8.0,147,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,M,11.0,19,0,16223.1,3,10.0,2.3978952727983707
2019-01-21 19:15:00,CAR1,B777/2-LR,0.0,125,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,L,12.0,19,0,44447.6,3,16.000000000000004,2.833213344056216
2019-01-21 19:16:00,CAR1,B757/2-WL,9.0,155,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,M,13.0,19,0,20919.9,1,6.0,1.9459101490553132
2019-01-21 19:17:00,CAR1,B737/9-WL,8.0,17,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,M,11.0,19,0,16223.1,1,13.0,2.6390573296152584
2019-01-21 19:17:00,CAR1,A320/2,0.0,50,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,M,12.0,19,0,13791.4,1,7.0,2.0794415416798357
2019-01-21 19:18:00,CAR1,MD90/3,9.0,74,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,L,12.0,19,0,16450.3,0,6.0,1.9459101490553132
2019-01-21 19:20:00,CAR1,MD88,9.0,92,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,S,10.0,19,0,15739.7,0,4.000000000000001,1.6094379124341005
2019-01-21 19:21:00,CAR1,MD88,9.0,39,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,L,11.0,19,0,15739.7,0,12.0,2.5649493574615367
2019-01-21 19:25:00,CAR3,CRJ/2,9.0,61,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,L,7.0,19,0,6031.2,3,5.0,1.791759469228055
2019-01-21 19:25:00,CAR1,B717/2,0.0,105,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,L,8.0,19,0,11573.3,1,10.0,2.3978952727983707
2019-01-21 19:27:00,CAR1,MD88,0.0,136,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,S,6.0,19,0,15739.7,0,3.0,1.3862943611198906
2019-01-21 19:27:00,CAR1,A321/2,9.0,27,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,M,7.0,19,0,16337.8,1,6.0,1.9459101490553132
2019-01-21 19:28:00,CAR1,MD88,8.0,80,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,S,7.0,19,0,15739.7,0,9.0,2.302585092994046
2019-01-21 19:29:00,CAR1,B717/2,8.0,107,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,L,9.0,19,0,11573.3,1,10.0,2.3978952727983707
2019-01-21 19:31:00,CAR4,CRJ/9,0.0,44,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,M,8.0,19,0,9688.3,1,9.0,2.302585092994046
2019-01-21 19:32:00,CAR1,B717/2,0.0,63,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,L,9.0,19,0,11573.3,1,7.0,2.0794415416798357
2019-01-21 19:32:00,CAR1,MD88,9.0,54,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,S,10.0,19,0,15739.7,0,5.0,1.791759469228055
2019-01-21 19:33:00,CAR1,MD88,9.0,122,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,L,11.0,19,0,15739.7,3,10.0,2.3978952727983707
2019-01-21 19:34:00,CAR3,CRJ/2,9.0,99,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,S,11.0,19,0,6031.2,3,4.000000000000001,1.6094379124341005
2019-01-21 19:35:00,CAR1,B757/2-WL,9.0,19,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,L,10.0,19,0,20919.9,2,5.0,1.791759469228055
2019-01-21 19:35:00,CAR1,A321/2,0.0,31,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,M,11.0,19,0,16337.8,2,5.0,1.791759469228055
2019-01-21 19:37:00,CAR1,B717/2,9.0,69,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,L,10.0,19,0,11573.3,1,10.0,2.3978952727983707
2019-01-21 19:39:00,CAR4,CRJ/9,9.0,150,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,M,8.0,19,0,9688.3,2,10.0,2.3978952727983707
2019-01-21 19:40:00,CAR1,B717/2,0.0,1,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,L,9.0,19,0,11573.3,1,7.0,2.0794415416798357
2019-01-21 19:40:00,CAR1,MD88,9.0,108,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,S,10.0,19,0,15739.7,0,8.000000000000002,2.1972245773362196
2019-01-21 19:41:00,CAR1,MD90/3,9.0,101,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,L,10.0,19,0,16450.3,0,8.000000000000002,2.1972245773362196
2019-01-21 19:43:00,CAR1,MD90/3,9.0,59,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,L,8.0,19,0,16450.3,1,6.0,1.9459101490553132
2019-01-21 19:43:00,CAR1,MD88,0.0,68,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,S,9.0,19,0,15739.7,0,9.0,2.302585092994046
2019-01-21 19:44:00,CAR1,MD88,8.0,88,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,L,9.0,19,0,15739.7,2,12.0,2.5649493574615367
2019-01-21 19:45:00,CAR1,MD88,9.0,111,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,S,8.0,19,0,15739.7,0,6.0,1.9459101490553132
2019-01-21 19:45:00,CAR1,B757/2-WL,8.0,41,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,S,9.0,19,0,20919.9,1,9.0,2.302585092994046
2019-01-21 19:46:00,CAR4,CRJ/9,0.0,149,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,M,10.0,19,0,9688.3,2,8.000000000000002,2.1972245773362196
2019-01-21 19:47:00,CAR1,B767/4,0.0,127,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,S,10.0,19,0,34293.8,3,8.000000000000002,2.1972245773362196
2019-01-21 19:47:00,CAR1,B767/4,0.0,127,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,S,10.0,19,0,34293.8,3,8.000000000000002,2.1972245773362196
2019-01-21 19:48:00,CAR1,B757/2-WL,8.0,91,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,M,11.0,19,0,20919.9,1,14.0,2.70805020110221
2019-01-21 19:49:00,CAR1,B737/9-WL,8.0,46,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,M,11.0,19,0,16223.1,0,13.0,2.6390573296152584
2019-01-21 19:49:00,CAR1,B737/9-WL,9.0,9,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,M,12.0,19,0,16223.1,1,5.0,1.791759469228055
2019-01-21 19:49:00,CAR1,MD90/3,0.0,34,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,L,13.0,19,0,16450.3,0,7.0,2.0794415416798357
2019-01-21 19:50:00,CAR1,A320/2,9.0,21,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,M,12.0,19,0,13791.4,2,8.000000000000002,2.1972245773362196
2019-01-21 19:52:00,CAR1,B737/9-WL,8.0,26,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,M,12.0,19,0,16223.1,0,10.0,2.3978952727983707
2019-01-21 19:52:00,CAR1,MD88,0.0,20,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,L,13.0,19,0,15739.7,2,26.0,3.295836866004329
2019-01-21 20:01:00,CAR1,B717/2,6.0,114,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,L,2.0,20,0,11573.3,2,6.0,1.9459101490553132
2019-01-21 20:03:00,CAR1,MD88,5.0,142,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,L,1.0,20,0,15739.7,0,7.0,2.0794415416798357
2019-01-21 20:03:00,CAR1,B737/9-WL,7.0,83,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,M,2.0,20,0,16223.1,2,12.0,2.5649493574615367
2019-01-21 20:06:00,CAR4,CRJ/9,7.0,42,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,M,3.0,20,0,9688.3,1,10.0,2.3978952727983707
2019-01-21 20:08:00,CAR4,CRJ/2,7.0,67,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,L,4.0,20,0,6031.2,2,9.0,2.302585092994046
2019-01-21 20:10:00,CAR1,MD88,6.0,47,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,S,5.0,20,0,15739.7,2,7.0,2.0794415416798357
2019-01-21 20:10:00,CAR3,CRJ/2,7.0,151,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,S,6.0,20,0,6031.2,2,12.0,2.5649493574615367
2019-01-21 20:11:00,CAR1,B737/9-WL,5.0,139,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,M,6.0,20,0,16223.1,2,6.0,1.9459101490553132
2019-01-21 20:11:00,CAR4,CRJ/9,7.0,132,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,M,7.0,20,0,9688.3,3,11.0,2.4849066497880004
2019-01-21 20:13:00,CAR1,MD88,6.0,75,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,S,6.0,20,0,15739.7,0,7.0,2.0794415416798357
2019-01-21 20:13:00,CAR1,B717/2,7.0,90,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,L,7.0,20,0,11573.3,1,11.0,2.4849066497880004
2019-01-21 20:14:00,CAR1,B737/9-WL,7.0,94,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,M,8.0,20,0,16223.1,1,10.0,2.3978952727983707
2019-01-21 20:14:00,CAR1,MD88,6.0,85,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,S,9.0,20,0,15739.7,0,8.000000000000002,2.1972245773362196
2019-01-21 20:14:00,CAR1,A330/3,5.0,130,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,M,10.0,20,0,41344.5,3,7.0,2.0794415416798357
2019-01-21 20:15:00,CAR1,MD88,7.0,13,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,S,11.0,20,0,15739.7,0,12.0,2.5649493574615367
2019-01-21 20:16:00,CAR4,CRJ/7,7.0,82,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,L,11.0,20,0,8127.5,2,16.000000000000004,2.833213344056216
2019-01-21 20:16:00,CAR1,B767/4,6.0,102,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,S,12.0,20,0,34293.8,2,12.0,2.5649493574615367
2019-01-21 20:16:00,CAR1,B767/4,6.0,102,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,S,12.0,20,0,34293.8,2,12.0,2.5649493574615367
2019-01-21 20:17:00,CAR1,B777/2-LR,6.0,113,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,L,13.0,20,0,44447.6,3,4.000000000000001,1.6094379124341005
2019-01-21 20:17:00,CAR4,CRJ/2,7.0,6,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,L,14.0,20,0,6031.2,2,11.0,2.4849066497880004
2019-01-21 20:20:00,CAR1,B757/2-WL,7.0,48,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,S,12.0,20,0,20919.9,1,13.0,2.6390573296152584
2019-01-21 20:20:00,CAR1,MD88,6.0,76,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,S,13.0,20,0,15739.7,0,8.000000000000002,2.1972245773362196
2019-01-21 20:21:00,CAR1,MD88,7.0,117,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,S,12.0,20,0,15739.7,1,12.0,2.5649493574615367
2019-01-21 20:21:00,CAR1,MD90/3,6.0,66,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,L,13.0,20,0,16450.3,1,13.0,2.6390573296152584
2019-01-21 20:22:00,CAR1,A330/2,6.0,36,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,M,15.0,20,0,38294.0,3,9.0,2.302585092994046
2019-01-21 20:22:00,CAR4,CRJ/9,7.0,86,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,M,16.0,20,0,9688.3,1,12.0,2.5649493574615367
2019-01-21 20:25:00,CAR1,B717/2,5.0,43,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,L,11.0,20,0,11573.3,2,14.0,2.70805020110221
2019-01-21 20:26:00,CAR1,MD88,6.0,98,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,L,10.0,20,0,15739.7,0,8.000000000000002,2.1972245773362196
2019-01-21 20:27:00,CAR3,CRJ/2,6.0,25,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,S,9.0,20,0,6031.2,3,10.0,2.3978952727983707
2019-01-21 20:29:00,CAR1,A321/2,6.0,60,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,M,10.0,20,0,16337.8,0,19.0,2.995732273553991
2019-01-21 20:29:00,CAR1,MD88,5.0,64,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,S,11.0,20,0,15739.7,0,8.000000000000002,2.1972245773362196
2019-01-21 20:31:00,CAR1,B777/2-LR,5.0,141,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,L,8.0,20,0,44447.6,3,8.000000000000002,2.1972245773362196
2019-01-21 20:31:00,CAR1,MD88,6.0,62,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,S,10.0,20,0,15739.7,0,8.000000000000002,2.1972245773362196
2019-01-21 20:33:00,CAR1,B767/3-WL,6.0,137,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,S,8.0,20,0,30101.8,3,18.0,2.9444389791664403
2019-01-21 20:33:00,CAR1,MD90/3,7.0,115,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,L,9.0,20,0,16450.3,0,11.0,2.4849066497880004
2019-01-21 20:35:00,CAR1,MD88,6.0,12,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,S,10.0,20,0,15739.7,1,7.0,2.0794415416798357
2019-01-21 20:36:00,CAR1,A321/2,6.0,129,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,M,10.0,20,0,16337.8,1,9.0,2.302585092994046
2019-01-21 20:36:00,CAR1,B737/7-WL,5.0,133,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,M,11.0,20,0,12955.0,3,11.0,2.4849066497880004
2019-01-21 20:37:00,CAR1,A321/2,6.0,28,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,M,11.0,20,0,16337.8,0,9.0,2.302585092994046
2019-01-21 20:38:00,CAR1,B757/2-WL,5.0,128,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,L,12.0,20,0,20919.9,1,6.0,1.9459101490553132
2019-01-21 20:39:00,CAR1,B737/9-WL,6.0,140,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,M,11.0,20,0,16223.1,1,8.000000000000002,2.1972245773362196
2019-01-21 20:40:00,CAR1,A320/2,6.0,100,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,M,12.0,20,0,13791.4,0,10.0,2.3978952727983707
2019-01-21 20:40:00,CAR1,MD88,5.0,84,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,S,13.0,20,0,15739.7,0,10.0,2.3978952727983707
2019-01-21 20:41:00,CAR4,CRJ/2,5.0,103,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,L,11.0,20,0,6031.2,3,7.0,2.0794415416798357
2019-01-21 20:41:00,CAR1,B767/3-WL,6.0,35,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,S,12.0,20,0,30101.8,3,10.0,2.3978952727983707
2019-01-21 20:43:00,CAR1,MD88,6.0,78,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,S,11.0,20,0,15739.7,0,13.0,2.6390573296152584
2019-01-21 20:44:00,CAR1,B717/2,6.0,110,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,L,11.0,20,0,11573.3,0,8.000000000000002,2.1972245773362196
2019-01-21 20:46:00,CAR1,B737/9-WL,5.0,144,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,M,9.0,20,0,16223.1,3,11.0,2.4849066497880004
2019-01-21 20:47:00,CAR1,A321/2,5.0,56,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,M,9.0,20,0,16337.8,0,9.0,2.302585092994046
2019-01-21 20:48:00,CAR1,MD90/3,6.0,70,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,L,9.0,20,0,16450.3,0,8.000000000000002,2.1972245773362196
2019-01-21 20:49:00,CAR3,CRJ/2,5.0,124,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,S,9.0,20,0,6031.2,3,8.000000000000002,2.1972245773362196
2019-01-21 20:49:00,CAR1,B717/2,6.0,10,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,L,10.0,20,0,11573.3,2,10.0,2.3978952727983707
2019-01-21 20:51:00,CAR1,B757/2-WL,5.0,15,2019-01-21 00:00:00,6.933333333333334,0.0,31.0,313.3333333333333,21.9,28.0,0.0,0.0,0.0,0.0,1.0,0.0,L,7.0,20,0,20919.9,1,6.0,1.9459101490553132
